PERFIL_NUTRICIONAL; MOTORISTA; CODRACAO; TIPO_RACAO; TRATO; DIAS_CONF; DATA_ENTR; DATA_CONSUMO; LOTE; CURRAL; CAB; LEITURA; MS_DIETA; PREVISTO; REALIZADO; HORA_INICIAL; HORA_FINAL
C;GUILHERME;10478;CRESCIMENTO;4;33;27/12/2024;28/01/2025;11180;CUR-42;147;1;61,3816;791,8752;835;15:39:32;15:39:55
C;GUILHERME;10478;CRESCIMENTO;1;30;30/12/2024;28/01/2025;11183;CUR-43;140;1;61,3816;875,0937;910;08:32:07;08:32:32
C;GUILHERME;10478;CRESCIMENTO;2;30;30/12/2024;28/01/2025;11183;CUR-43;140;1;61,3816;875,0937;870;10:05:15;10:05:36
C;GUILHERME;10478;CRESCIMENTO;3;30;30/12/2024;28/01/2025;11183;CUR-43;140;1;61,3816;875,0937;900;12:57:24;12:57:46
C;GUILHERME;10478;CRESCIMENTO;4;30;30/12/2024;28/01/2025;11183;CUR-43;140;1;61,3816;820,3748;865;15:39:57;15:40:25
TT;GUILHERME;10479;TERMINAÇÃO;1;75;15/11/2024;28/01/2025;11126;CUR-44;137;1;63,8252;465;490;07:37:57;07:38:20
TT;GUILHERME;10479;TERMINAÇÃO;2;75;15/11/2024;28/01/2025;11126;CUR-44;137;1;63,8252;465;445;10:26:21;10:26:48
TT;GUILHERME;10479;TERMINAÇÃO;3;75;15/11/2024;28/01/2025;11126;CUR-44;137;1;63,8252;465;540;13:19:55;13:20:18
TT;GUILHERME;10479;TERMINAÇÃO;4;75;15/11/2024;28/01/2025;11126;CUR-44;137;1;63,8252;385;425;16:11:18;16:11:36
TT;GUILHERME;10479;TERMINAÇÃO;1;75;15/11/2024;28/01/2025;11129;CUR-45;150;1;63,8252;673,75;650;07:38:23;07:38:48
TT;GUILHERME;10479;TERMINAÇÃO;2;75;15/11/2024;28/01/2025;11129;CUR-45;150;1;63,8252;673,75;650;10:26:48;10:27:14
TT;GUILHERME;10479;TERMINAÇÃO;3;75;15/11/2024;28/01/2025;11129;CUR-45;150;1;63,8252;673,75;710;13:20:18;13:20:41
TT;GUILHERME;10479;TERMINAÇÃO;4;75;15/11/2024;28/01/2025;11129;CUR-45;150;1;63,8252;685;715;16:11:42;16:12:04
TT;GUILHERME;10479;TERMINAÇÃO;1;74;16/11/2024;28/01/2025;11130;CUR-46;148;1;63,8252;676,25;660;07:38:48;07:39:13
TT;GUILHERME;10479;TERMINAÇÃO;2;74;16/11/2024;28/01/2025;11130;CUR-46;148;1;63,8252;676,25;655;10:27:14;10:27:39
TT;GUILHERME;10479;TERMINAÇÃO;3;74;16/11/2024;28/01/2025;11130;CUR-46;148;1;63,8252;676,25;675;13:20:44;13:21:09
TT;GUILHERME;10479;TERMINAÇÃO;4;74;16/11/2024;28/01/2025;11130;CUR-46;148;1;63,8252;715;720;16:12:06;16:12:33
TT;GUILHERME;10479;TERMINAÇÃO;1;75;15/11/2024;28/01/2025;11127;CUR-47;153;1;63,8252;730;800;07:39:14;07:39:41
TT;GUILHERME;10479;TERMINAÇÃO;2;75;15/11/2024;28/01/2025;11127;CUR-47;153;1;63,8252;730;750;10:27:40;10:28:08
TT;GUILHERME;10479;TERMINAÇÃO;3;75;15/11/2024;28/01/2025;11127;CUR-47;153;1;63,8252;730;725;13:21:10;13:21:35
TT;GUILHERME;10479;TERMINAÇÃO;4;75;15/11/2024;28/01/2025;11127;CUR-47;153;1;63,8252;645;625;16:12:33;16:13:11
TT;GUILHERME;10479;TERMINAÇÃO;1;41;19/12/2024;28/01/2025;11170;CUR-48;160;1;63,8252;601,0714;605;07:40:15;07:40:41
TT;GUILHERME;10479;TERMINAÇÃO;2;41;19/12/2024;28/01/2025;11170;CUR-48;160;1;63,8252;601,0714;620;10:28:56;10:29:25
TT;GUILHERME;10479;TERMINAÇÃO;3;41;19/12/2024;28/01/2025;11170;CUR-48;160;1;63,8252;601,0714;610;13:22:10;13:22:33
TT;GUILHERME;10479;TERMINAÇÃO;4;41;19/12/2024;28/01/2025;11170;CUR-48;160;1;63,8252;569,2856;590;16:13:55;16:14:11
TT;GUILHERME;10479;TERMINAÇÃO;1;47;13/12/2024;28/01/2025;11166;CUR-49;144;1;63,8252;595,0607;575;07:40:41;07:41:08
TT;GUILHERME;10479;TERMINAÇÃO;2;47;13/12/2024;28/01/2025;11166;CUR-49;144;1;63,8252;595,0607;605;10:53:13;10:53:42
TT;GUILHERME;10479;TERMINAÇÃO;3;47;13/12/2024;28/01/2025;11166;CUR-49;144;1;63,8252;595,0607;620;13:50:25;13:50:53
TT;GUILHERME;10479;TERMINAÇÃO;4;47;13/12/2024;28/01/2025;11166;CUR-49;144;1;63,8252;580,2428;680;16:14:19;16:14:41
TT;GUILHERME;10479;TERMINAÇÃO;1;74;16/11/2024;28/01/2025;11132;CUR-5;146;1;63,8252;658,75;665;07:34:01;07:34:31
TT;GUILHERME;10479;TERMINAÇÃO;2;74;16/11/2024;28/01/2025;11132;CUR-5;146;1;63,8252;658,75;660;10:24:06;10:24:32
TT;GUILHERME;10479;TERMINAÇÃO;3;74;16/11/2024;28/01/2025;11132;CUR-5;146;1;63,8252;658,75;750;13:17:34;13:18:04
TT;GUILHERME;10479;TERMINAÇÃO;4;74;16/11/2024;28/01/2025;11132;CUR-5;146;1;63,8252;560;625;16:08:54;16:09:08
TT;GUILHERME;10479;TERMINAÇÃO;1;48;12/12/2024;28/01/2025;11164;CUR-50;105;1;63,8252;439,9842;460;08:05:38;08:06:00
TT;GUILHERME;10479;TERMINAÇÃO;2;48;12/12/2024;28/01/2025;11164;CUR-50;105;1;63,8252;439,9842;460;10:53:41;10:54:01
TT;GUILHERME;10479;TERMINAÇÃO;3;48;12/12/2024;28/01/2025;11164;CUR-50;105;1;63,8252;439,9842;475;13:50:52;13:51:15
TT;GUILHERME;10479;TERMINAÇÃO;4;48;12/12/2024;28/01/2025;11164;CUR-50;105;1;63,8252;364,9368;365;16:49:27;16:49:46
TT;GUILHERME;10479;TERMINAÇÃO;1;42;18/12/2024;28/01/2025;11171;CUR-51;150;1;63,8252;633,5292;670;08:06:03;08:06:28
TT;GUILHERME;10479;TERMINAÇÃO;2;42;18/12/2024;28/01/2025;11171;CUR-51;150;1;63,8252;633,5292;645;10:54:04;10:54:26
TT;GUILHERME;10479;TERMINAÇÃO;3;42;18/12/2024;28/01/2025;11171;CUR-51;150;1;63,8252;633,5292;630;13:51:16;13:51:40
TT;GUILHERME;10479;TERMINAÇÃO;4;42;18/12/2024;28/01/2025;11171;CUR-51;150;1;63,8252;589,1168;615;16:49:50;16:50:09
TT;GUILHERME;10479;TERMINAÇÃO;1;41;19/12/2024;28/01/2025;11173;CUR-52;150;1;63,8252;782,5948;825;08:06:29;08:06:52
TT;GUILHERME;10479;TERMINAÇÃO;2;41;19/12/2024;28/01/2025;11173;CUR-52;150;1;63,8252;782,5948;780;10:54:27;10:54:44
TT;GUILHERME;10479;TERMINAÇÃO;3;41;19/12/2024;28/01/2025;11173;CUR-52;150;1;63,8252;782,5948;810;13:51:40;13:52:05
TT;GUILHERME;10479;TERMINAÇÃO;4;41;19/12/2024;28/01/2025;11173;CUR-52;150;1;63,8252;715,3792;765;16:50:12;16:50:33
TT;GUILHERME;10479;TERMINAÇÃO;1;42;18/12/2024;28/01/2025;11172;CUR-53;149;1;63,8252;734,5092;790;08:06:52;08:07:16
TT;GUILHERME;10479;TERMINAÇÃO;2;42;18/12/2024;28/01/2025;11172;CUR-53;149;1;63,8252;734,5092;755;10:54:48;10:55:12
TT;GUILHERME;10479;TERMINAÇÃO;3;42;18/12/2024;28/01/2025;11172;CUR-53;149;1;63,8252;734,5092;560;13:52:05;13:52:28
TT;GUILHERME;10479;TERMINAÇÃO;4;42;18/12/2024;28/01/2025;11172;CUR-53;149;1;63,8252;833,0368;855;16:50:33;16:50:56
TT;GUILHERME;10479;TERMINAÇÃO;2;43;17/12/2024;28/01/2025;11169;CUR-54;148;1;63,8252;740,5199;745;09:08:15;09:08:48
TT;GUILHERME;10479;TERMINAÇÃO;1;43;17/12/2024;28/01/2025;11169;CUR-54;148;1;63,8252;740,5199;775;09:09:17;09:09:40
TT;GUILHERME;10479;TERMINAÇÃO;3;43;17/12/2024;28/01/2025;11169;CUR-54;148;1;63,8252;740,5199;725;10:55:25;10:55:54
TT;GUILHERME;10479;TERMINAÇÃO;4;43;17/12/2024;28/01/2025;11169;CUR-54;148;1;63,8252;717,0796;705;16:50:56;16:51:40
C;GUILHERME;10478;CRESCIMENTO;1;33;27/12/2024;28/01/2025;11181;CUR-55;150;1;61,3816;750;730;07:03:04;07:03:51
C;GUILHERME;10478;CRESCIMENTO;2;33;27/12/2024;28/01/2025;11181;CUR-55;150;1;61,3816;750;775;08:33:54;08:34:29
C;GUILHERME;10478;CRESCIMENTO;4;33;27/12/2024;28/01/2025;11181;CUR-55;150;1;61,3816;1494;1420;14:45:10;14:45:51
C;LUCIO;10478;CRESCIMENTO;3;33;27/12/2024;28/01/2025;11181;CUR-55;150;1;61,3816;750;1;15:55:00;15:55:00
C;GUILHERME;10478;CRESCIMENTO;1;39;21/12/2024;28/01/2025;11177;CUR-56;139;1;61,3816;726,25;695;07:03:54;07:04:22
C;GUILHERME;10478;CRESCIMENTO;2;39;21/12/2024;28/01/2025;11177;CUR-56;139;1;61,3816;726,25;735;08:34:32;08:34:54
C;GUILHERME;10478;CRESCIMENTO;4;39;21/12/2024;28/01/2025;11177;CUR-56;139;1;61,3816;1474;1465;14:45:51;14:47:15
C;LUCIO;10478;CRESCIMENTO;3;39;21/12/2024;28/01/2025;11177;CUR-56;139;1;61,3816;726,25;1;15:55:00;15:55:00
C;GUILHERME;10478;CRESCIMENTO;1;33;27/12/2024;28/01/2025;11182;CUR-57;146;1;61,3816;730;730;07:04:22;07:04:50
C;GUILHERME;10478;CRESCIMENTO;2;33;27/12/2024;28/01/2025;11182;CUR-57;146;1;61,3816;730;690;08:34:59;08:35:26
C;GUILHERME;10478;CRESCIMENTO;4;33;27/12/2024;28/01/2025;11182;CUR-57;146;1;61,3816;1499;1465;14:47:15;14:47:39
C;LUCIO;10478;CRESCIMENTO;3;33;27/12/2024;28/01/2025;11182;CUR-57;146;1;61,3816;730;1;15:55:00;15:55:00
C;GUILHERME;10478;CRESCIMENTO;1;47;13/12/2024;28/01/2025;11168;CUR-58;101;1;61,3816;561,25;545;07:04:50;07:05:16
C;GUILHERME;10478;CRESCIMENTO;2;47;13/12/2024;28/01/2025;11168;CUR-58;101;1;61,3816;561,25;635;08:35:26;08:35:40
C;GUILHERME;10478;CRESCIMENTO;4;47;13/12/2024;28/01/2025;11168;CUR-58;101;1;61,3816;1064;1095;14:47:42;14:48:04
C;LUCIO;10478;CRESCIMENTO;3;47;13/12/2024;28/01/2025;11168;CUR-58;101;1;61,3816;561,25;1;15:55:00;15:55:00
TT;LUCIO;10479;TERMINAÇÃO;1;75;15/11/2024;28/01/2025;11128;CUR-59;138;1;63,8252;697,5;700;09:40:49;09:42:13
TT;LUCIO;10479;TERMINAÇÃO;2;75;15/11/2024;28/01/2025;11128;CUR-59;138;1;63,8252;697,5;690;10:30:07;10:30:53
TT;LUCIO;10479;TERMINAÇÃO;3;75;15/11/2024;28/01/2025;11128;CUR-59;138;1;63,8252;697,5;710;13:03:36;13:04:43
TT;LUCIO;10479;TERMINAÇÃO;4;75;15/11/2024;28/01/2025;11128;CUR-59;138;1;63,8252;690;690;15:53:47;15:55:05
TT;GUILHERME;10479;TERMINAÇÃO;1;73;17/11/2024;28/01/2025;11133;CUR-6;142;1;63,8252;741,25;755;07:34:31;07:34:55
TT;GUILHERME;10479;TERMINAÇÃO;2;73;17/11/2024;28/01/2025;11133;CUR-6;142;1;63,8252;741,25;765;10:24:35;10:25:01
TT;GUILHERME;10479;TERMINAÇÃO;3;73;17/11/2024;28/01/2025;11133;CUR-6;142;1;63,8252;741,25;760;13:18:04;13:18:27
TT;GUILHERME;10479;TERMINAÇÃO;4;73;17/11/2024;28/01/2025;11133;CUR-6;142;1;63,8252;685;710;16:09:21;16:09:45
TT;LUCIO;10479;TERMINAÇÃO;1;74;16/11/2024;28/01/2025;11131;CUR-60;154;1;63,8252;827,5;790;09:42:36;09:43:15
TT;LUCIO;10479;TERMINAÇÃO;2;74;16/11/2024;28/01/2025;11131;CUR-60;154;1;63,8252;827,5;760;10:31:01;10:31:49
TT;LUCIO;10479;TERMINAÇÃO;3;74;16/11/2024;28/01/2025;11131;CUR-60;154;1;63,8252;827,5;840;13:04:55;13:05:29
TT;LUCIO;10479;TERMINAÇÃO;4;74;16/11/2024;28/01/2025;11131;CUR-60;154;1;63,8252;920;890;15:55:18;15:56:10
TT;LUCIO;10479;TERMINAÇÃO;1;79;11/11/2024;28/01/2025;11121;CUR-61;119;0;63,8252;624,75;620;09:43:19;09:44:02
TT;LUCIO;10479;TERMINAÇÃO;2;79;11/11/2024;28/01/2025;11121;CUR-61;119;0;63,8252;624,75;670;10:31:49;10:32:45
TT;LUCIO;10479;TERMINAÇÃO;3;79;11/11/2024;28/01/2025;11121;CUR-61;119;0;63,8252;624,75;630;13:05:38;13:06:18
TT;LUCIO;10479;TERMINAÇÃO;4;79;11/11/2024;28/01/2025;11121;CUR-61;119;0;63,8252;579;580;15:56:22;15:57:03
TT;LUCIO;10479;TERMINAÇÃO;1;79;11/11/2024;28/01/2025;11122;CUR-62;150;0;63,8252;774,375;740;09:44:06;09:44:37
TT;LUCIO;10479;TERMINAÇÃO;2;79;11/11/2024;28/01/2025;11122;CUR-62;150;0;63,8252;774,375;800;10:32:55;10:33:25
TT;LUCIO;10479;TERMINAÇÃO;3;79;11/11/2024;28/01/2025;11122;CUR-62;150;0;63,8252;774,375;760;13:06:25;13:06:59
TT;LUCIO;10479;TERMINAÇÃO;4;79;11/11/2024;28/01/2025;11122;CUR-62;150;0;63,8252;797,5;820;15:57:09;15:58:00
TT;LUCIO;10479;TERMINAÇÃO;1;82;08/11/2024;28/01/2025;11120;CUR-63;147;1;63,8252;741,25;760;09:45:16;09:45:55
TT;LUCIO;10479;TERMINAÇÃO;2;82;08/11/2024;28/01/2025;11120;CUR-63;147;1;63,8252;741,25;720;10:33:30;10:34:07
TT;LUCIO;10479;TERMINAÇÃO;3;82;08/11/2024;28/01/2025;11120;CUR-63;147;1;63,8252;741,25;740;13:07:37;13:08:33
TT;LUCIO;10479;TERMINAÇÃO;4;82;08/11/2024;28/01/2025;11120;CUR-63;147;1;63,8252;745;750;15:58:16;15:58:47
TT;LUCIO;10479;TERMINAÇÃO;1;78;12/11/2024;28/01/2025;11123;CUR-64;145;1;63,8252;666,25;650;09:46:01;09:46:38
TT;LUCIO;10479;TERMINAÇÃO;2;78;12/11/2024;28/01/2025;11123;CUR-64;145;1;63,8252;666,25;670;10:34:09;10:34:45
TT;LUCIO;10479;TERMINAÇÃO;3;78;12/11/2024;28/01/2025;11123;CUR-64;145;1;63,8252;666,25;690;13:08:36;13:09:15
TT;LUCIO;10479;TERMINAÇÃO;4;78;12/11/2024;28/01/2025;11123;CUR-64;145;1;63,8252;655;670;15:58:56;15:59:55
TT;LUCIO;10479;TERMINAÇÃO;1;82;08/11/2024;28/01/2025;11119;CUR-65;155;1;63,8252;761,25;730;09:46:38;09:47:21
TT;LUCIO;10479;TERMINAÇÃO;2;82;08/11/2024;28/01/2025;11119;CUR-65;155;1;63,8252;761,25;750;10:34:49;10:35:47
TT;LUCIO;10479;TERMINAÇÃO;3;82;08/11/2024;28/01/2025;11119;CUR-65;155;1;63,8252;761,25;720;13:09:19;13:10:27
TT;LUCIO;10479;TERMINAÇÃO;4;82;08/11/2024;28/01/2025;11119;CUR-65;155;1;63,8252;845;850;15:59:58;16:00:48
TT;LUCIO;10479;TERMINAÇÃO;1;83;07/11/2024;28/01/2025;11118;CUR-66;137;1;63,8252;738,75;730;10:36:09;10:36:39
TT;LUCIO;10479;TERMINAÇÃO;2;83;07/11/2024;28/01/2025;11118;CUR-66;137;1;63,8252;738,75;760;11:07:36;11:08:07
TT;LUCIO;10479;TERMINAÇÃO;3;83;07/11/2024;28/01/2025;11118;CUR-66;137;1;63,8252;738,75;310;13:10:28;13:11:02
TT;LUCIO;10479;TERMINAÇÃO;4;83;07/11/2024;28/01/2025;11118;CUR-66;137;1;63,8252;1155;1160;16:00:52;16:01:13
TT;GUILHERME;10479;TERMINAÇÃO;1;65;25/11/2024;28/01/2025;11143;CUR-67;150;1;63,8252;667,5;660;09:40:13;09:40:40
TT;GUILHERME;10479;TERMINAÇÃO;3;65;25/11/2024;28/01/2025;11143;CUR-67;150;1;63,8252;667,5;665;12:29:08;12:29:33
TT;GUILHERME;10479;TERMINAÇÃO;2;65;25/11/2024;28/01/2025;11143;CUR-67;150;1;63,8252;667,5;670;14:21:49;14:22:34
TT;GUILHERME;10479;TERMINAÇÃO;4;65;25/11/2024;28/01/2025;11143;CUR-67;150;1;63,8252;675;680;17:16:01;17:16:27
TT;GUILHERME;10479;TERMINAÇÃO;1;57;03/12/2024;28/01/2025;11151;CUR-68;135;1;63,8252;654;690;09:40:40;09:41:04
TT;GUILHERME;10479;TERMINAÇÃO;3;57;03/12/2024;28/01/2025;11151;CUR-68;135;1;63,8252;654;700;12:29:35;12:29:55
TT;GUILHERME;10479;TERMINAÇÃO;2;57;03/12/2024;28/01/2025;11151;CUR-68;135;1;63,8252;654;700;14:22:42;14:23:08
TT;GUILHERME;10479;TERMINAÇÃO;4;57;03/12/2024;28/01/2025;11151;CUR-68;135;1;63,8252;526;575;17:16:27;17:16:52
TT;GUILHERME;10479;TERMINAÇÃO;1;60;30/11/2024;28/01/2025;11150;CUR-69;149;1;63,8252;674;655;09:41:05;09:41:29
TT;GUILHERME;10479;TERMINAÇÃO;3;60;30/11/2024;28/01/2025;11150;CUR-69;149;1;63,8252;674;685;12:30:00;12:30:19
TT;GUILHERME;10479;TERMINAÇÃO;2;60;30/11/2024;28/01/2025;11150;CUR-69;149;1;63,8252;674;555;14:23:09;14:23:41
TT;GUILHERME;10479;TERMINAÇÃO;4;60;30/11/2024;28/01/2025;11150;CUR-69;149;1;63,8252;801;825;17:16:53;17:17:18
TT;GUILHERME;10479;TERMINAÇÃO;1;72;18/11/2024;28/01/2025;11137;CUR-7;148;1;63,8252;772,5;730;07:34:57;07:35:19
TT;GUILHERME;10479;TERMINAÇÃO;2;72;18/11/2024;28/01/2025;11137;CUR-7;148;1;63,8252;772,5;755;10:25:01;10:25:22
TT;GUILHERME;10479;TERMINAÇÃO;3;72;18/11/2024;28/01/2025;11137;CUR-7;148;1;63,8252;772,5;785;13:18:32;13:18:49
TT;GUILHERME;10479;TERMINAÇÃO;4;72;18/11/2024;28/01/2025;11137;CUR-7;148;1;63,8252;820;840;16:09:48;16:10:10
TT;GUILHERME;10479;TERMINAÇÃO;1;64;26/11/2024;28/01/2025;11145;CUR-70;158;1;63,8252;665;620;09:04:07;09:04:40
TT;GUILHERME;10479;TERMINAÇÃO;3;64;26/11/2024;28/01/2025;11145;CUR-70;158;1;63,8252;665;335;09:41:41;09:42:15
TT;GUILHERME;10479;TERMINAÇÃO;4;64;26/11/2024;28/01/2025;11145;CUR-70;158;1;63,8252;915;1020;12:30:37;12:31:02
TT;GUILHERME;10479;TERMINAÇÃO;2;64;26/11/2024;28/01/2025;11145;CUR-70;158;1;63,8252;665;790;14:23:42;14:23:44
A;LUCIO;10477;ADAPTAÇÃO;1;7;22/01/2025;28/01/2025;11198;CUR-72;150;-1;53,9673;299,75;280;07:21:18;07:22:17
A;LUCIO;10477;ADAPTAÇÃO;2;7;22/01/2025;28/01/2025;11198;CUR-72;150;-1;53,9673;299,75;270;07:32:21;07:33:06
A;LUCIO;10477;ADAPTAÇÃO;4;7;22/01/2025;28/01/2025;11198;CUR-72;150;-1;53,9673;649;840;12:10:37;12:11:17
A;LUCIO;10477;ADAPTAÇÃO;3;7;22/01/2025;28/01/2025;11198;CUR-72;150;-1;53,9673;299,75;200;15:54:00;15:54:00
A;LUCIO;10477;ADAPTAÇÃO;1;6;23/01/2025;28/01/2025;11199;CUR-73;150;-1;53,9673;324,5;300;07:22:29;07:23:13
A;LUCIO;10477;ADAPTAÇÃO;2;6;23/01/2025;28/01/2025;11199;CUR-73;150;-1;53,9673;324,5;290;07:33:18;07:33:51
A;LUCIO;10477;ADAPTAÇÃO;4;6;23/01/2025;28/01/2025;11199;CUR-73;150;-1;53,9673;808;880;12:11:26;12:12:40
A;LUCIO;10477;ADAPTAÇÃO;3;6;23/01/2025;28/01/2025;11199;CUR-73;150;-1;53,9673;324,5;100;15:54:00;15:54:00
A;LUCIO;10477;ADAPTAÇÃO;1;6;23/01/2025;28/01/2025;11200;CUR-74;159;-1;53,9673;357,4999;330;07:23:20;07:23:56
A;LUCIO;10477;ADAPTAÇÃO;2;6;23/01/2025;28/01/2025;11200;CUR-74;159;-1;53,9673;357,4999;340;07:33:56;07:34:45
A;LUCIO;10477;ADAPTAÇÃO;4;6;23/01/2025;28/01/2025;11200;CUR-74;159;-1;53,9673;859,9996;960;12:12:40;12:14:00
A;LUCIO;10477;ADAPTAÇÃO;3;6;23/01/2025;28/01/2025;11200;CUR-74;159;-1;53,9673;357,4999;100;15:54:00;15:54:00
A;LUCIO;10477;ADAPTAÇÃO;1;5;24/01/2025;28/01/2025;11201;CUR-75;153;-1;53,9673;330;300;07:24:00;07:25:03
A;LUCIO;10477;ADAPTAÇÃO;2;5;24/01/2025;28/01/2025;11201;CUR-75;153;-1;53,9673;330;290;07:34:50;07:35:22
A;LUCIO;10477;ADAPTAÇÃO;4;5;24/01/2025;28/01/2025;11201;CUR-75;153;-1;53,9673;830;930;12:40:06;12:41:04
A;LUCIO;10477;ADAPTAÇÃO;3;5;24/01/2025;28/01/2025;11201;CUR-75;153;-1;53,9673;330;100;15:54:00;15:54:00
A;LUCIO;10477;ADAPTAÇÃO;1;5;24/01/2025;28/01/2025;11202;CUR-76;155;-1;53,9673;340,9999;300;07:25:10;07:26:07
A;LUCIO;10477;ADAPTAÇÃO;2;5;24/01/2025;28/01/2025;11202;CUR-76;155;-1;53,9673;340,9999;330;07:35:26;07:35:53
A;LUCIO;10477;ADAPTAÇÃO;4;5;24/01/2025;28/01/2025;11202;CUR-76;155;-1;53,9673;833,9996;940;12:41:09;12:42:01
A;LUCIO;10477;ADAPTAÇÃO;3;5;24/01/2025;28/01/2025;11202;CUR-76;155;-1;53,9673;340,9999;100;15:54:00;15:54:00
A;LUCIO;10477;ADAPTAÇÃO;1;3;26/01/2025;28/01/2025;11203;CUR-77;150;-1;53,9673;291,5001;270;07:26:13;07:26:45
A;LUCIO;10477;ADAPTAÇÃO;2;3;26/01/2025;28/01/2025;11203;CUR-77;150;-1;53,9673;291,5001;280;07:36:00;07:36:46
A;LUCIO;10477;ADAPTAÇÃO;4;3;26/01/2025;28/01/2025;11203;CUR-77;150;-1;53,9673;566,0004;830;12:42:13;12:43:38
A;LUCIO;10477;ADAPTAÇÃO;3;3;26/01/2025;28/01/2025;11203;CUR-77;150;-1;53,9673;291,5001;250;15:54:00;15:54:00
A;LUCIO;10477;ADAPTAÇÃO;1;3;26/01/2025;28/01/2025;11204;CUR-78;150;-1;53,9673;310,7501;270;07:26:53;07:27:28
A;LUCIO;10477;ADAPTAÇÃO;2;3;26/01/2025;28/01/2025;11204;CUR-78;150;-1;53,9673;310,7501;300;07:36:46;07:37:40
A;LUCIO;10477;ADAPTAÇÃO;4;3;26/01/2025;28/01/2025;11204;CUR-78;150;-1;53,9673;773,0004;900;12:43:45;12:44:14
A;LUCIO;10477;ADAPTAÇÃO;3;3;26/01/2025;28/01/2025;11204;CUR-78;150;-1;53,9673;310,7501;100;15:54:00;15:54:00
A;LUCIO;10477;ADAPTAÇÃO;1;3;26/01/2025;28/01/2025;11205;CUR-79;115;-1;53,9673;192,5;190;07:27:32;07:28:14
A;LUCIO;10477;ADAPTAÇÃO;2;3;26/01/2025;28/01/2025;11205;CUR-79;115;-1;53,9673;192,5;130;07:37:45;07:38:38
A;LUCIO;10477;ADAPTAÇÃO;4;3;26/01/2025;28/01/2025;11205;CUR-79;115;-1;53,9673;600;650;12:44:21;12:45:01
A;LUCIO;10477;ADAPTAÇÃO;3;3;26/01/2025;28/01/2025;11205;CUR-79;115;-1;53,9673;192,5;50;15:54:00;15:54:00
TT;GUILHERME;10479;TERMINAÇÃO;1;71;19/11/2024;28/01/2025;11138;CUR-8;148;1;63,8252;897,5;950;07:35:19;07:35:56
TT;GUILHERME;10479;TERMINAÇÃO;2;71;19/11/2024;28/01/2025;11138;CUR-8;148;1;63,8252;897,5;945;10:25:22;10:25:41
TT;GUILHERME;10479;TERMINAÇÃO;3;71;19/11/2024;28/01/2025;11138;CUR-8;148;1;63,8252;897,5;900;13:18:54;13:19:12
TT;GUILHERME;10479;TERMINAÇÃO;4;71;19/11/2024;28/01/2025;11138;CUR-8;148;1;63,8252;795;830;16:10:10;16:10:32
TT;GUILHERME;10479;TERMINAÇÃO;1;17;12/01/2025;28/01/2025;11194;CUR-80;81;1;63,8252;408,75;410;08:56:28;08:57:08
TT;GUILHERME;10479;TERMINAÇÃO;2;17;12/01/2025;28/01/2025;11194;CUR-80;81;1;63,8252;408,75;415;08:59:24;08:59:52
TT;GUILHERME;10479;TERMINAÇÃO;4;17;12/01/2025;28/01/2025;11194;CUR-80;81;1;63,8252;809;840;12:33:29;12:33:55
TT;GUILHERME;10479;TERMINAÇÃO;3;17;12/01/2025;28/01/2025;11194;CUR-80;81;1;63,8252;408,75;1;15:54:00;15:54:00
TT;GUILHERME;10479;TERMINAÇÃO;1;16;13/01/2025;28/01/2025;11195;CUR-81;100;1;63,8252;546,25;565;08:57:08;08:57:32
TT;GUILHERME;10479;TERMINAÇÃO;2;16;13/01/2025;28/01/2025;11195;CUR-81;100;1;63,8252;546,25;500;08:59:56;09:00:13
TT;GUILHERME;10479;TERMINAÇÃO;4;16;13/01/2025;28/01/2025;11195;CUR-81;100;1;63,8252;1119;1140;12:33:56;12:34:21
TT;GUILHERME;10479;TERMINAÇÃO;3;16;13/01/2025;28/01/2025;11195;CUR-81;100;1;63,8252;546,25;1;15:54:00;15:54:00
TT;GUILHERME;10479;TERMINAÇÃO;1;148;03/09/2024;28/01/2025;11054;CUR-82;81;1;63,8252;290;340;08:57:34;08:57:52
TT;GUILHERME;10479;TERMINAÇÃO;2;148;03/09/2024;28/01/2025;11054;CUR-82;81;1;63,8252;290;320;09:00:20;09:00:45
TT;GUILHERME;10479;TERMINAÇÃO;4;148;03/09/2024;28/01/2025;11054;CUR-82;81;1;63,8252;499;515;12:34:21;12:34:39
TT;GUILHERME;10479;TERMINAÇÃO;3;148;03/09/2024;28/01/2025;11054;CUR-82;81;1;63,8252;290;1;15:54:00;15:54:00
TT;LUCIO;10479;TERMINAÇÃO;1;98;23/10/2024;28/01/2025;11098;CUR-84;149;1;63,8252;463,75;470;07:57:50;07:59:03
TT;LUCIO;10479;TERMINAÇÃO;2;98;23/10/2024;28/01/2025;11098;CUR-84;149;1;63,8252;463,75;450;09:05:28;09:06:05
TT;LUCIO;10479;TERMINAÇÃO;3;98;23/10/2024;28/01/2025;11098;CUR-84;149;1;63,8252;463,75;460;13:29:17;13:30:47
TT;LUCIO;10479;TERMINAÇÃO;4;98;23/10/2024;28/01/2025;11098;CUR-84;149;1;63,8252;475;490;15:22:46;15:23:42
TT;LUCIO;10479;TERMINAÇÃO;1;99;22/10/2024;28/01/2025;11097;CUR-85;150;1;63,8252;601,25;610;07:59:04;07:59:52
TT;LUCIO;10479;TERMINAÇÃO;2;99;22/10/2024;28/01/2025;11097;CUR-85;150;1;63,8252;601,25;620;09:06:20;09:06:54
