dbo,GA_AGD_FICHA_VARIAVEL,AGD_SEQ,numeric,NULL,NO
dbo,GA_AGD_FICHA_VARIAVEL,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_FORNECEDOR,COD_FORNECEDOR,numeric,NULL,NO
dbo,GA_AGD_FORNECEDOR,FOR_RAZAO,varchar,50,NO
dbo,GA_AGD_FORNECEDOR,FOR_FANTASIA,varchar,20,NO
dbo,GA_AGD_FORNECEDOR,FOR_CONTATO,varchar,50,YES
dbo,GA_AGD_FORNECEDOR,FOR_ENDERECO,varchar,50,YES
dbo,GA_AGD_FORNECEDOR,FOR_BAIRRO,varchar,30,YES
dbo,GA_AGD_FORNECEDOR,FOR_CIDADE,varchar,30,YES
dbo,GA_AGD_FORNECEDOR,FOR_UF,varchar,2,YES
dbo,GA_AGD_FORNECEDOR,FOR_CEP,varchar,9,YES
dbo,GA_AGD_FORNECEDOR,FOR_DDD,varchar,4,YES
dbo,GA_AGD_FORNECEDOR,FOR_TEL,varchar,50,YES
dbo,GA_AGD_FORNECEDOR,FOR_FAX,varchar,15,YES
dbo,GA_AGD_FORNECEDOR,FOR_EMAIL,varchar,50,YES
dbo,GA_AGD_FORNECEDOR,FOR_CGC,varchar,14,YES
dbo,GA_AGD_FORNECEDOR,FOR_IE,varchar,12,YES
dbo,GA_AGD_FORNECEDOR,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_FOTOS_INTERNAS,ID_FOTINT,numeric,NULL,NO
dbo,GA_AGD_FOTOS_INTERNAS,COD_EMPR,numeric,NULL,NO
dbo,GA_AGD_FOTOS_INTERNAS,ID_FOTO,numeric,NULL,NO
dbo,GA_AGD_FOTOS_INTERNAS,ID_FAMILIA,varchar,10,NO
dbo,GA_AGD_FOTOS_INTERNAS,ID_FICHA,varchar,10,NO
dbo,GA_AGD_FOTOS_INTERNAS,FOT_CAMINHO,varchar,500,NO
dbo,GA_AGD_FOTOS_INTERNAS,INT_CAMINHO,varchar,500,YES
dbo,GA_AGD_FOTOS_INTERNAS,INT_XI,numeric,NULL,YES
dbo,GA_AGD_FOTOS_INTERNAS,INT_XF,numeric,NULL,YES
dbo,GA_AGD_FOTOS_INTERNAS,INT_YI,numeric,NULL,YES
dbo,GA_AGD_FOTOS_INTERNAS,INT_YF,numeric,NULL,YES
dbo,GA_AGD_FOTOS_INTERNAS,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_LOCAL,COD_LOCAL,numeric,NULL,NO
dbo,GA_AGD_LOCAL,DSC_LOCAL,varchar,50,NO
dbo,GA_AGD_LOCAL,ABV_LOCAL,varchar,15,NO
dbo,GA_AGD_LOCAL,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_LOG_DEPARA_AGD,AGD_DATA,datetime,NULL,YES
dbo,GA_AGD_LOG_DEPARA_AGD,AGD_USUARIO,varchar,30,YES
dbo,GA_AGD_LOG_DEPARA_AGD,COD_AGD_DE,varchar,15,YES
dbo,GA_AGD_LOG_DEPARA_AGD,COD_AGD_PARA,varchar,15,YES
dbo,GA_AGD_LOG_DEPARA_AGD,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_LOTE_AGREGADOS,COD_EMPR,numeric,NULL,NO
dbo,GA_AGD_LOTE_AGREGADOS,NR_DOCUME,numeric,NULL,NO
dbo,GA_AGD_LOTE_AGREGADOS,AGD_CODIGO,varchar,15,NO
dbo,GA_AGD_LOTE_AGREGADOS,COD_CLASSE_AGREG,numeric,NULL,NO
dbo,GA_AGD_LOTE_AGREGADOS,ID_MOV_AGD_ENV,numeric,NULL,YES
dbo,GA_AGD_LOTE_AGREGADOS,ID_MOV_AGD_RET,numeric,NULL,YES
dbo,GA_AGD_LOTE_AGREGADOS,LOR_DATA_LOTE,datetime,NULL,NO
dbo,GA_AGD_LOTE_AGREGADOS,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_LOTE_AGREGADOS,ID_MOV_AGD,numeric,NULL,YES
dbo,GA_AGD_LOTE_AGREGADOS,GA__ID_MOV_AGD,numeric,NULL,YES
dbo,GA_AGD_LOTE_AGREGADOS,ORIGEM,varchar,3,YES
dbo,GA_AGD_LOTE_REFORMA,NR_DOCUME,numeric,NULL,NO
dbo,GA_AGD_LOTE_REFORMA,COD_EMPR,numeric,NULL,NO
dbo,GA_AGD_LOTE_REFORMA,LOR_DATA_LOTE,datetime,NULL,NO
dbo,GA_AGD_LOTE_REFORMA,COD_FORNEC,varchar,10,YES
dbo,GA_AGD_LOTE_REFORMA,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_MODELO,COD_MODELO,numeric,NULL,NO
dbo,GA_AGD_MODELO,DSC_MODELO,varchar,40,NO
dbo,GA_AGD_MODELO,ABV_MODELO,varchar,20,YES
dbo,GA_AGD_MODELO,COD_CLASSE_AGREG,numeric,NULL,NO
dbo,GA_AGD_MODELO,ID_FABRIC,numeric,NULL,YES
dbo,GA_AGD_MODELO,ROWID,uniqueidentifier,NULL,YES
